GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31
0500000US18157,18157,"Tippecanoe County, Indiana",132252,115,56405,1058,55628,1375,14198,858,6021,506,89691,1736,27176,1293,47028,1439,10234,803,5253,528,23068,1393,15248,1132,4864,817,2498,528,458,191,9710,1185,7615,984,1050,356,915,265,130,96,7205,820,4899,630,1657,410,518,212,131,88,2578,632,1467,413,1029,401,33,55,49,60
0500000US18163,18163,"Vanderburgh County, Indiana",140377,178,39623,1448,69739,1690,20809,1312,10206,640,116453,1836,28595,1490,62230,1826,16360,1273,9268,599,15793,1399,6700,766,5121,868,3228,551,744,206,4150,895,2665,755,978,382,383,155,124,84,3669,702,1500,418,1287,416,824,314,58,50,312,193,163,111,123,115,14,24,12,21
0500000US18167,18167,"Vigo County, Indiana",85578,182,26957,1016,39659,1596,12310,1070,6652,585,68389,1359,17280,1120,35888,1592,9490,1000,5731,502,10427,1321,5348,938,2373,570,2204,521,502,186,3961,552,2690,459,840,372,275,143,156,97,2485,489,1376,364,544,264,302,118,263,161,316,134,263,120,14,24,39,46,0,151
0500000US18169,18169,"Wabash County, Indiana",27326,143,6763,515,15753,749,2841,414,1969,269,23005,629,4701,560,14361,706,2024,352,1919,264,2309,557,757,263,946,367,583,225,23,27,1545,314,1041,243,332,175,145,104,27,36,315,136,148,102,94,96,73,59,0,151,152,107,116,99,20,37,16,27,0,151
0500000US18173,18173,"Warrick County, Indiana",45036,81,9600,770,28288,1085,4512,700,2636,338,39826,763,8169,808,25738,1051,3681,590,2238,320,2768,653,717,279,1457,492,354,158,240,125,1628,370,462,181,617,243,411,247,138,98,721,224,237,131,398,178,66,66,20,34,93,109,15,26,78,90,0,151,0,151
0500000US18175,18175,"Washington County, Indiana",22186,123,4955,495,12190,849,3550,509,1491,250,19124,615,4200,499,11074,782,2439,417,1411,242,1533,444,467,233,595,221,403,195,68,60,1075,378,245,118,340,178,478,254,12,21,454,241,43,43,181,178,230,170,0,151,0,151,0,151,0,151,0,151,0,151
0500000US18177,18177,"Wayne County, Indiana",55599,105,13615,854,29112,1203,8347,905,4525,420,45944,804,9837,736,25658,1092,6297,775,4152,410,7159,808,2772,531,2754,581,1371,418,262,120,996,245,315,148,281,144,347,126,53,52,1319,413,611,214,318,184,332,282,58,68,181,110,80,75,101,82,0,151,0,151
0500000US18179,18179,"Wells County, Indiana",22377,83,5129,520,12822,743,2658,387,1768,297,19408,502,3888,491,11893,637,2163,369,1464,255,1431,378,597,308,477,222,260,117,97,73,1240,347,498,221,354,202,181,108,207,128,298,218,146,119,98,86,54,59,0,151,0,151,0,151,0,151,0,151,0,151
0500000US18181,18181,"White County, Indiana",19358,92,3573,416,11842,696,2592,403,1351,205,16889,581,2715,428,10742,706,2158,374,1274,206,1288,410,441,177,504,281,323,161,20,20,585,218,248,138,221,147,72,60,44,46,374,222,129,117,216,138,16,28,13,24,222,196,40,41,159,168,23,44,0,151
0500000US18183,18183,"Whitley County, Indiana",25750,103,5558,522,15748,746,2603,493,1841,239,23152,542,4703,512,14590,703,2149,440,1710,235,1378,471,503,262,506,240,238,143,131,94,864,265,337,201,418,197,109,69,0,151,277,181,0,151,192,156,85,97,0,151,79,68,15,25,42,48,22,39,0,151
0500000US19011,19011,"Benton County, Iowa",21298,34,5081,401,12601,630,2171,404,1445,233,18579,535,3913,399,11841,610,1418,285,1407,228,1234,389,601,254,208,116,425,191,0,127,1135,307,490,197,307,154,300,202,38,42,314,226,74,104,212,181,28,30,0,127,36,45,3,5,33,45,0,127,0,127
0500000US19013,19013,"Black Hawk County, Iowa",103275,122,33452,1008,51786,1409,11279,817,6758,487,81419,1440,19977,1176,46456,1424,8628,757,6358,457,13394,1313,7674,969,3551,727,1823,393,346,146,5355,798,4195,658,652,267,469,202,39,43,2758,567,1326,363,1086,411,331,149,15,26,349,201,280,196,41,50,28,32,0,127
0500000US19015,19015,"Boone County, Iowa",21477,71,5261,543,12423,720,2280,391,1513,215,18866,537,4192,510,11493,660,1820,346,1361,207,1670,500,625,323,668,299,283,155,94,91,610,212,344,197,134,95,105,78,27,44,311,131,80,70,128,85,72,56,31,31,20,34,20,34,0,127,0,127,0,127
0500000US19017,19017,"Bremer County, Iowa",19502,112,4731,405,12339,501,1152,241,1280,142,16328,474,2946,395,11262,468,861,167,1259,144,1383,384,788,327,451,209,138,111,6,9,1298,361,699,271,490,317,108,76,1,4,397,183,218,118,120,104,45,67,14,24,96,64,80,62,16,19,0,127,0,127
0500000US19019,19019,"Buchanan County, Iowa",16457,63,3670,385,10048,575,1427,258,1312,200,13973,474,2557,413,9094,520,1159,251,1163,203,1275,334,603,259,397,166,150,84,125,78,829,223,431,150,288,131,86,71,24,28,353,202,71,62,250,175,32,34,0,127,27,28,8,14,19,25,0,127,0,127
0500000US19027,19027,"Carroll County, Iowa",16892,98,4311,386,9756,560,1339,261,1486,218,14598,533,3381,516,9041,484,1010,215,1166,217,1324,400,423,198,494,254,136,92,271,104,783,275,465,196,202,167,73,50,43,51,169,115,29,38,14,23,120,100,6,10,18,23,13,21,5,9,0,127,0,127
0500000US19033,19033,"Cerro Gordo County, Iowa",36295,109,8768,731,20028,994,4591,566,2908,318,31506,743,7192,756,17718,916,3801,543,2795,320,3055,767,789,303,1660,628,557,197,49,60,970,289,539,188,267,200,122,71,42,41,740,309,248,152,359,244,111,123,22,29,24,41,0,127,24,41,0,127,0,127
0500000US19045,19045,"Clinton County, Iowa",39698,79,9394,686,22740,1058,4745,611,2819,453,34114,706,7325,658,20935,1008,3248,508,2606,415,3809,629,1463,408,1233,458,1015,315,98,83,711,306,398,239,197,127,87,73,29,46,1039,351,183,122,375,222,395,243,86,91,25,44,25,44,0,127,0,127,0,127
0500000US19049,19049,"Dallas County, Iowa",42438,75,11565,814,23829,1046,5114,607,1930,248,33854,1074,8065,896,20112,1066,3872,602,1805,246,2433,701,950,416,1088,383,360,180,35,30,4223,667,2042,537,1305,370,795,229,81,88,1800,691,389,219,1324,673,87,77,0,127,128,95,119,96,0,127,0,127,9,14
0500000US19057,19057,"Des Moines County, Iowa",32900,140,8155,661,18063,914,4255,543,2427,313,28190,718,6215,617,16077,818,3578,506,2320,302,3300,643,1356,401,1366,491,523,238,55,55,584,193,328,128,103,78,101,74,52,64,781,428,256,146,487,347,38,43,0,127,45,48,0,127,30,41,15,24,0,127
0500000US19061,19061,"Dubuque County, Iowa",73309,97,20830,1005,41229,1273,6648,617,4602,485,63490,943,15244,999,38807,1155,5247,532,4192,467,5945,818,3005,571,1732,457,955,284,253,166,1523,388,1056,323,199,138,207,103,61,55,2254,494,1462,385,474,189,239,137,79,61,97,72,63,59,17,28,0,127,17,28
0500000US19065,19065,"Fayette County, Iowa",17017,41,4173,359,9928,498,1429,277,1487,202,14459,431,2808,376,9071,503,1207,266,1373,183,865,281,276,132,352,204,130,108,107,84,957,287,571,188,323,205,63,49,0,127,690,235,490,181,170,151,23,19,7,10,46,39,28,34,12,14,6,11,0,127
0500000US19087,19087,"Henry County, Iowa",16386,183,4112,345,8911,554,2137,347,1226,247,14250,476,3414,373,8106,509,1656,330,1074,225,998,351,345,168,255,171,306,142,92,58,661,244,213,104,259,163,156,114,33,47,447,209,110,89,291,158,19,20,27,39,30,29,30,29,0,127,0,127,0,127
0500000US19097,19097,"Jackson County, Iowa",16400,27,3933,387,8966,523,1792,296,1709,288,14215,421,3254,364,8144,504,1375,259,1442,257,1552,373,464,183,564,245,313,150,211,111,483,194,140,74,214,145,92,84,37,41,113,90,49,41,33,42,12,21,19,33,37,51,26,36,11,16,0,127,0,127
0500000US19099,19099,"Jasper County, Iowa",30082,97,6334,509,17089,728,4592,590,2067,271,25367,593,4389,510,15940,788,3251,545,1787,262,2443,539,1161,386,557,252,458,192,267,121,1610,334,646,209,284,145,667,218,13,21,633,298,138,115,279,244,216,194,0,127,29,51,0,127,29,51,0,127,0,127
0500000US19103,19103,"Johnson County, Iowa",102090,224,44027,1333,45654,1487,9072,743,3337,409,71063,1587,21352,1505,39530,1369,7182,675,2999,383,16549,1420,11965,1085,3227,823,1111,356,246,109,7424,911,5943,826,1123,400,336,125,22,35,6066,794,4301,592,1268,410,434,216,63,70,988,308,466,189,506,244,9,16,7,14
0500000US19105,19105,"Jones County, Iowa",16868,98,4077,316,9580,452,2059,340,1152,170,14276,545,3020,422,8557,489,1614,301,1085,167,1473,537,541,295,731,360,167,115,34,40,923,225,407,131,270,144,217,111,29,33,185,124,105,90,22,35,58,54,0,127,11,11,4,7,0,127,3,5,4,7
0500000US19111,19111,"Lee County, Iowa",29476,248,6922,559,15953,961,4008,624,2593,342,25531,611,5416,612,14948,946,2885,487,2282,356,2323,532,844,296,631,306,598,286,250,120,435,168,239,145,120,92,55,64,21,34,1157,370,423,265,248,141,446,233,40,48,30,43,0,127,6,11,24,42,0,127
0500000US19113,19113,"Linn County, Iowa",160586,45,44241,1563,85197,2029,22556,1389,8592,689,131456,1693,29708,1489,76983,1768,17167,1262,7598,608,18830,1411,8747,969,5193,946,3994,679,896,287,5632,733,3466,557,1278,365,808,351,80,58,3891,673,1872,482,1414,433,587,265,18,30,777,307,448,213,329,193,0,127,0,127
0500000US19123,19123,"Mahaska County, Iowa",17867,110,3861,383,10536,624,2279,418,1191,218,15470,320,2841,341,9769,559,1756,304,1104,211,1172,291,307,130,491,205,325,225,49,33,638,207,353,135,145,99,116,90,24,36,568,201,360,151,121,92,73,92,14,21,19,32,0,127,10,17,9,16,0,127
0500000US19125,19125,"Marion County, Iowa",26321,122,6324,476,15846,787,2387,398,1764,275,22153,503,4350,442,14534,709,1806,316,1463,248,2074,434,880,271,677,305,288,192,229,124,1294,356,692,187,307,219,246,177,49,64,697,239,320,149,307,187,47,46,23,31,103,87,82,81,21,32,0,127,0,127
0500000US19127,19127,"Marshall County, Iowa",31141,55,7160,449,17535,686,4133,451,2313,304,26842,612,5410,531,16136,714,3202,426,2094,307,2534,458,895,306,1001,349,469,179,169,101,1342,350,743,257,201,140,374,156,24,24,301,171,45,44,142,136,88,80,26,42,122,63,67,45,55,45,0,127,0,127
0500000US19139,19139,"Muscatine County, Iowa",33130,127,7781,640,18598,1043,4673,714,2078,272,27936,728,5682,698,16677,1008,3738,672,1839,274,2974,656,1209,357,1108,400,573,231,84,55,1378,459,587,296,580,311,128,113,83,82,830,299,303,175,221,146,234,146,72,67,12,17,0,127,12,17,0,127,0,127
0500000US19149,19149,"Plymouth County, Iowa",19511,49,4294,368,12951,475,1141,246,1125,193,17185,417,3515,316,11684,506,895,187,1091,192,1494,394,611,220,698,306,175,109,10,12,355,224,62,60,220,171,52,47,21,35,458,307,91,70,345,308,19,20,3,7,19,25,15,23,4,8,0,127,0,127
0500000US19153,19153,"Polk County, Iowa",319505,43,86984,1999,174317,2911,40253,1820,17951,979,260167,2671,60824,1965,152926,2897,30641,1759,15776,867,38405,2292,16006,1324,14007,1556,6886,733,1506,323,10017,1012,5848,830,2593,625,1156,337,420,161,9798,1156,3872,613,4309,727,1400,446,217,131,1118,309,434,178,482,223,170,99,32,50
0500000US19155,19155,"Pottawattamie County, Iowa",70996,152,17387,881,39920,1266,8852,698,4837,453,57563,1121,11333,882,35218,1172,6654,512,4358,397,8045,954,3158,539,2837,553,1663,450,387,182,1636,420,1145,354,402,184,89,74,0,127,3641,741,1685,410,1418,467,446,158,92,89,111,92,66,80,45,43,0,127,0,127
0500000US19163,19163,"Scott County, Iowa",127371,158,37217,1001,65202,1740,17047,1134,7905,586,106536,1360,27959,1177,58727,1656,12991,1008,6859,534,12350,1157,5271,765,3673,663,2557,508,849,208,2518,600,1478,454,301,197,648,330,91,86,5484,695,2427,461,2182,529,786,321,89,75,483,291,82,80,319,229,65,58,17,25
0500000US19167,19167,"Sioux County, Iowa",25534,93,7785,411,15182,573,1025,242,1542,249,22276,516,5812,500,14105,574,887,221,1472,233,1568,404,832,253,634,256,56,44,46,53,519,202,351,166,120,76,48,40,0,127,1003,252,628,180,317,150,34,49,24,30,168,104,162,103,6,10,0,127,0,127
0500000US19169,19169,"Story County, Iowa",70985,116,31531,816,31701,952,5197,575,2556,318,46627,1310,13819,1078,26906,964,3599,495,2303,319,12949,1286,9493,1023,2311,544,995,335,150,105,6456,786,5479,738,687,289,222,122,68,65,4113,681,2276,406,1438,454,364,211,35,43,840,294,464,226,359,205,17,28,0,127
0500000US19179,19179,"Wapello County, Iowa",28883,132,6776,476,15497,889,4455,572,2155,319,24235,676,4836,487,13704,814,3658,487,2037,317,2412,517,971,329,803,297,560,178,78,59,1263,325,606,229,416,219,201,121,40,49,932,368,363,173,557,298,12,15,0,127,41,39,0,127,17,27,24,28,0,127
0500000US19181,19181,"Warren County, Iowa",35109,141,8656,545,20390,760,3968,468,2095,261,28635,763,6087,455,17984,727,2937,397,1627,215,2676,630,851,264,1089,534,559,193,177,106,2849,502,1326,290,947,378,352,149,224,82,847,345,357,183,324,214,120,157,46,45,102,68,35,34,46,52,0,127,21,28
0500000US19183,19183,"Washington County, Iowa",16807,118,4096,343,9527,560,1995,392,1189,192,14433,419,3154,323,8649,570,1471,291,1159,198,1389,339,449,164,600,276,329,178,11,13,651,234,327,136,151,116,173,98,0,127,325,185,157,122,127,125,22,35,19,32,9,16,9,16,0,127,0,127,0,127
0500000US19187,19187,"Webster County, Iowa",31393,84,8951,576,16180,736,3761,549,2501,340,27150,749,7178,702,14758,796,2857,449,2357,360,3125,721,1407,451,1044,459,556,330,118,118,678,236,201,115,193,140,284,201,0,127,433,217,160,83,183,142,64,79,26,32,7,1,5,1,2,127,0,127,0,127
0500000US19191,19191,"Winneshiek County, Iowa",17615,42,5783,313,9847,469,986,275,999,185,14811,400,4018,353,8979,478,840,251,974,189,1364,329,796,184,440,274,103,101,25,30,683,211,463,184,193,144,27,29,0,127,705,223,506,172,183,147,16,22,0,127,52,54,0,127,52,54,0,127,0,127
0500000US19193,19193,"Woodbury County, Iowa",78689,128,22372,925,40415,1307,10520,885,5382,436,64686,1178,15189,1045,36714,1267,8072,785,4711,393,9208,1075,4446,848,2617,600,1685,418,460,221,2208,738,1310,384,546,426,190,114,162,136,2409,624,1371,416,469,201,520,195,49,59,178,123,56,54,69,59,53,73,0,127
0500000US20009,20009,"Barton County, Kansas",22340,58,5141,502,12716,699,2548,390,1935,321,18771,601,3955,413,11313,738,1816,341,1687,280,2049,520,656,289,866,346,312,157,215,145,1166,402,442,242,421,218,303,179,0,140,324,128,71,33,103,83,117,86,33,34,30,30,17,20,13,23,0,140,0,140
0500000US20015,20015,"Butler County, Kansas",49692,133,11289,705,30776,1093,4956,725,2671,345,40588,1038,8002,805,26665,1111,3655,559,2266,306,5046,907,1977,445,1794,495,999,297,276,153,2876,694,1019,380,1583,557,188,96,86,92,987,320,184,111,666,289,94,73,43,42,195,153,107,120,68,65,20,36,0,140
0500000US20021,20021,"Cherokee County, Kansas",17262,63,3451,517,9566,879,2890,575,1355,244,14325,628,2771,478,8148,769,2225,432,1181,250,1976,533,410,242,1039,439,382,268,145,99,331,179,135,92,25,29,171,141,0,140,630,222,135,93,354,202,112,98,29,36,0,140,0,140,0,140,0,140,0,140
0500000US20035,20035,"Cowley County, Kansas",27581,84,6256,495,15697,874,3615,525,2013,290,22446,765,4957,525,13180,919,2628,398,1681,265,2133,364,589,206,941,331,388,161,215,147,1655,560,381,197,831,383,355,176,88,66,1330,490,312,161,745,373,244,182,29,27,17,27,17,27,0,140,0,140,0,140
0500000US20037,20037,"Crawford County, Kansas",31495,67,10352,646,15522,806,3348,443,2273,267,25145,757,6844,788,13505,817,2732,392,2064,253,3844,646,1910,432,1344,463,443,163,147,110,1517,466,1125,418,266,175,121,112,5,9,842,280,360,187,373,190,52,46,57,44,147,84,113,104,34,57,0,140,0,140
0500000US20045,20045,"Douglas County, Kansas",94618,101,43769,1223,37312,1435,10012,992,3525,416,65231,1576,21460,1555,32636,1300,8095,911,3040,414,16597,1470,12709,1113,2519,538,1228,460,141,108,7095,990,5626,835,717,358,440,182,312,216,3961,755,2709,545,1036,460,184,120,32,52,1734,520,1265,456,404,239,65,67,0,140
0500000US20051,20051,"Ellis County, Kansas",22648,91,7293,511,11747,851,2087,455,1521,255,17755,687,4365,536,10417,797,1513,345,1460,254,2834,467,1813,323,779,377,181,134,61,69,1406,417,839,269,390,258,177,188,0,140,492,276,115,81,161,202,216,171,0,140,161,104,161,104,0,140,0,140,0,140
0500000US20055,20055,"Finney County, Kansas",27876,99,7582,678,15231,1070,3719,613,1344,287,23164,946,5515,616,13877,1099,2606,612,1166,242,3262,878,1111,422,1091,443,984,423,76,106,663,248,449,218,40,47,92,93,82,117,631,234,442,152,132,119,37,56,20,33,156,107,65,84,91,74,0,140,0,140
0500000US20057,20057,"Ford County, Kansas",24332,168,6646,674,12886,863,3348,558,1452,244,19785,897,4360,659,11636,941,2384,455,1405,244,2500,850,1332,541,718,420,433,246,17,30,984,373,535,287,189,140,257,206,3,5,856,466,361,266,253,247,215,223,27,31,207,186,58,85,90,102,59,88,0,140
0500000US20059,20059,"Franklin County, Kansas",20796,143,4856,473,12263,714,2443,445,1234,225,17234,672,3519,456,10649,755,1978,377,1088,219,2155,588,798,284,964,429,315,202,78,66,886,349,363,195,406,239,77,66,40,42,480,264,158,150,244,207,73,78,5,9,41,52,18,31,0,140,0,140,23,39
0500000US20061,20061,"Geary County, Kansas",18810,79,2590,430,12404,766,2556,471,1260,303,15262,567,1849,371,10055,801,2122,445,1236,301,1175,375,404,182,559,268,199,131,13,19,526,212,147,94,288,181,89,69,2,4,1384,403,154,102,1128,373,93,81,9,19,463,265,36,33,374,250,53,52,0,140
0500000US20079,20079,"Harvey County, Kansas",26865,162,6228,608,15621,991,2780,448,2236,280,22605,859,4579,574,14086,972,1921,347,2019,270,2054,569,684,274,832,381,379,183,159,128,1556,465,695,209,392,264,427,278,42,42,464,290,202,129,212,188,34,38,16,28,186,129,68,62,99,105,19,33,0,140
0500000US20091,20091,"Johnson County, Kansas",403408,161,105037,2142,233699,3243,46093,2050,18579,953,332884,2687,74806,2219,206337,3066,35672,1767,16069,860,38065,2134,15806,1439,14538,1465,6238,850,1483,392,10344,1282,5454,899,2843,673,1578,422,469,231,19653,1818,8014,1091,8644,1314,2478,573,517,205,2462,515,957,347,1337,490,127,120,41,35
0500000US20099,20099,"Labette County, Kansas",17663,51,4247,421,9190,713,2691,420,1535,251,14801,536,3304,399,8162,699,2018,411,1317,264,1580,414,499,230,536,204,393,145,152,88,868,309,308,132,389,211,148,107,23,38,410,187,136,106,103,72,132,89,39,39,4,8,0,140,0,140,0,140,4,8
0500000US20103,20103,"Leavenworth County, Kansas",57633,92,14474,880,32482,1206,7891,824,2786,383,43653,1137,9922,877,25953,1237,5399,703,2379,363,5374,823,1667,395,2530,684,958,359,219,132,3513,589,1314,395,1338,345,787,283,74,79,4185,739,1432,395,1945,491,694,211,114,86,908,354,139,88,716,342,53,83,0,140
0500000US20111,20111,"Lyon County, Kansas",28775,93,9383,646,13873,840,3794,558,1725,243,20875,833,4781,684,12339,861,2468,392,1287,227,4095,755,2107,476,793,332,808,346,387,208,2279,523,1425,353,375,314,430,242,49,58,1104,456,771,388,243,231,88,93,2,4,422,195,299,134,123,142,0,140,0,140
0500000US20113,20113,"McPherson County, Kansas",23982,112,5312,516,14539,781,2445,458,1686,232,20389,622,3671,476,13163,777,2071,370,1484,217,2121,499,867,334,951,340,165,118,138,95,758,294,339,188,214,167,141,103,64,76,630,271,407,211,155,128,68,65,0,140,84,87,28,24,56,84,0,140,0,140
0500000US20121,20121,"Miami County, Kansas",24066,77,4526,525,15884,756,2582,498,1074,197,20431,607,3430,516,13992,813,2094,494,915,171,1562,572,625,379,663,369,183,107,91,105,1717,450,444,201,995,363,222,128,56,58,356,192,27,45,234,164,83,78,12,19,0,140,0,140,0,140,0,140,0,140
0500000US20125,20125,"Montgomery County, Kansas",27995,167,5913,502,15921,897,3830,566,2331,342,23068,753,4014,563,13772,817,3092,493,2190,322,2900,706,1008,385,1296,509,525,202,71,66,954,280,556,222,266,159,106,84,26,43,1048,319,310,139,587,253,107,69,44,48,25,30,25,30,0,140,0,140,0,140
0500000US20155,20155,"Reno County, Kansas",51389,126,11356,788,28454,1180,7298,731,4281,441,41574,1121,7562,840,24831,1130,5371,528,3810,417,5957,938,2237,454,2275,723,1092,290,353,179,2860,465,1185,316,1131,323,433,172,111,104,963,349,366,138,195,144,395,264,7,13,35,40,6,11,22,36,7,14,0,140
0500000US20161,20161,"Riley County, Kansas",57017,178,26619,836,23278,1072,5127,743,1993,319,37096,1469,13570,1299,17937,914,3787,622,1802,339,7598,1087,5277,989,1756,403,493,257,72,63,6409,819,5093,569,816,284,467,338,33,38,4699,771,2212,362,2131,547,270,172,86,85,1215,294,467,171,638,234,110,72,0,140
0500000US20169,20169,"Saline County, Kansas",42902,160,10863,754,21979,1121,6744,717,3316,421,35085,1018,8068,742,18961,1062,5281,636,2775,380,4753,808,1538,427,2118,579,864,304,233,118,1884,509,766,247,483,307,327,190,308,196,1027,297,432,200,328,175,267,164,0,140,153,115,59,72,89,95,5,8,0,140
0500000US20173,20173,"Sedgwick County, Kansas",361774,*****,95220,2257,193554,3087,52012,1859,20988,947,288459,2844,66467,2496,164909,3171,38413,1623,18670,991,52688,2575,20951,1911,20077,1664,9952,863,1708,405,9222,1284,3544,662,3518,874,1946,426,214,113,9501,1143,3553,724,4153,801,1414,400,381,179,1904,527,705,344,897,302,287,167,15,25
0500000US20175,20175,"Seward County, Kansas",16469,178,4471,457,8463,743,2238,483,1297,289,12604,618,2815,440,7154,715,1625,419,1010,243,1860,560,910,399,683,331,81,65,186,121,680,304,271,177,158,152,251,155,0,140,1139,419,398,218,438,233,202,142,101,107,186,177,77,85,30,48,79,119,0,140
