GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23
0500000US51069,51069,"Frederick County, Virginia",5809,*****,3043,610,1197,507,1020,588,177,313,0,198,177,313,1846,235,377,330,1469,414,319,321,1150,533,2766,610,1020,507,1020,507,0,198,0,198,0,198,1746,235,699,400,1047,389,256,228,791,439
0500000US51087,51087,"Henrico County, Virginia",16860,*****,8720,682,2852,585,2653,635,199,238,0,198,199,238,5868,339,1718,842,4150,812,786,406,3364,885,8140,682,2830,584,2757,582,73,125,0,198,73,125,5310,340,2393,908,2917,862,351,258,2566,904
0500000US51107,51107,"Loudoun County, Virginia",45814,*****,23681,314,8248,314,7605,451,643,393,99,123,544,379,15433,*****,5390,975,10043,975,4028,991,6015,1214,22133,314,7332,314,7192,350,140,165,0,198,140,165,14801,*****,5349,1161,9452,1160,2623,848,6829,1288
0500000US51153,51153,"Prince William County, Virginia",94127,*****,48782,*****,16768,*****,15865,517,903,517,142,206,761,511,32014,*****,8013,1709,24001,1708,7381,1655,16620,2279,45345,*****,15716,*****,14959,590,757,590,140,227,617,438,29629,*****,7594,1304,22035,1305,8581,1569,13454,1816
0500000US51177,51177,"Spotsylvania County, Virginia",10529,*****,4846,291,1725,299,1725,299,0,198,0,198,0,198,3121,162,1405,443,1716,456,527,312,1189,439,5683,291,2097,298,2018,305,79,93,0,198,79,93,3586,162,1768,519,1818,536,738,375,1080,547
0500000US51179,51179,"Stafford County, Virginia",14327,*****,7399,509,2837,440,2837,440,0,198,0,198,0,198,4562,252,1845,647,2717,684,1385,684,1332,693,6928,509,2314,440,2314,440,0,198,0,198,0,198,4614,252,2451,678,2163,674,1165,374,998,645
0500000US51510,51510,"Alexandria city, Virginia",25212,*****,12575,661,2887,661,2223,734,664,512,0,198,664,512,9688,*****,2251,872,7437,872,1355,755,6082,1146,12637,661,3654,661,3218,908,436,435,0,198,436,435,8983,*****,2844,846,6139,846,1142,693,4997,1011
0500000US51550,51550,"Chesapeake city, Virginia",11620,*****,5830,392,1929,251,1929,251,0,198,0,198,0,198,3901,303,3129,617,772,617,736,615,36,60,5790,392,2097,251,2097,251,0,198,0,198,0,198,3693,304,2466,636,1227,645,711,538,516,505
0500000US51650,51650,"Hampton city, Virginia",7032,*****,4056,422,1660,402,1360,606,300,481,0,198,300,481,2396,219,1547,437,849,455,470,447,379,326,2976,422,458,402,458,402,0,198,0,198,0,198,2518,219,1542,598,976,611,216,239,760,657
0500000US51680,51680,"Lynchburg city, Virginia",2609,*****,1626,318,630,356,374,181,256,228,0,198,256,228,996,623,316,326,680,453,291,535,389,267,983,318,337,178,81,156,256,229,0,198,256,229,646,255,360,229,286,246,0,198,286,246
0500000US51700,51700,"Newport News city, Virginia",15015,*****,8371,679,3123,659,2834,758,289,275,0,198,289,275,5248,194,2700,744,2548,779,380,241,2168,804,6644,679,1775,659,1433,637,342,449,0,198,342,449,4869,195,3518,463,1351,522,354,244,997,555
0500000US51710,51710,"Norfolk city, Virginia",17914,*****,10977,439,2705,400,2705,400,0,198,0,198,0,198,8272,172,5807,873,2465,912,1242,621,1223,722,6937,439,1713,400,1583,351,130,202,0,198,130,202,5224,172,3453,561,1771,564,393,366,1378,541
0500000US51760,51760,"Richmond city, Virginia",13598,*****,7397,634,1519,625,1337,674,182,290,0,198,182,290,5878,93,1762,589,4116,597,548,448,3568,725,6201,634,2479,625,2347,660,132,225,0,198,132,225,3722,93,1203,375,2519,382,247,236,2272,446
0500000US51810,51810,"Virginia Beach city, Virginia",33458,*****,16874,384,5588,383,5532,387,56,94,0,198,56,94,11286,*****,8337,988,2949,988,1605,702,1344,728,16584,384,5163,384,4949,434,214,221,101,165,113,157,11421,*****,8050,741,3371,741,1429,508,1942,601
0500000US53005,53005,"Benton County, Washington",36757,*****,18866,*****,7920,*****,7402,409,518,410,93,158,425,376,10946,*****,5811,1155,5135,1155,1320,691,3815,1136,17891,*****,7458,*****,7250,227,208,227,0,198,208,227,10433,*****,5852,949,4581,949,1861,703,2720,935
0500000US53007,53007,"Chelan County, Washington",20060,*****,9911,709,3833,671,3546,826,287,367,89,162,198,336,6078,273,1365,831,4713,835,975,652,3738,850,10149,709,4368,671,3773,748,595,613,0,198,595,613,5781,273,3076,1003,2705,928,1116,843,1589,675
0500000US53011,53011,"Clark County, Washington",37171,*****,18953,*****,7989,*****,7374,446,615,446,0,198,615,446,10964,*****,3849,763,7115,763,1139,466,5976,880,18218,*****,7753,*****,7494,247,259,246,0,198,259,246,10465,*****,6111,770,4354,770,770,424,3584,806
0500000US53015,53015,"Cowlitz County, Washington",8385,*****,3962,469,1377,448,1377,448,0,198,0,198,0,198,2585,274,1435,395,1150,426,323,353,827,291,4423,469,2334,449,2235,481,99,161,0,198,99,161,2089,274,693,432,1396,451,149,165,1247,480
0500000US53021,53021,"Franklin County, Washington",44534,*****,23242,*****,9645,*****,9450,197,195,197,0,198,195,197,13597,*****,4047,1066,9550,1066,1533,769,8017,1380,21292,*****,9271,*****,8936,343,335,343,0,198,335,343,12021,*****,4858,905,7163,904,1363,597,5800,893
0500000US53025,53025,"Grant County, Washington",36183,*****,18886,*****,7675,*****,7190,400,485,400,0,198,485,400,11211,*****,3471,1096,7740,1096,1425,606,6315,1302,17297,*****,7604,*****,7042,440,562,440,133,139,429,416,9693,*****,3760,747,5933,748,827,368,5106,795
0500000US53027,53027,"Grays Harbor County, Washington",6818,*****,3692,333,1516,301,1347,418,169,284,0,198,169,284,2176,188,1100,440,1076,414,81,96,995,432,3126,333,1423,301,1423,301,0,198,0,198,0,198,1703,189,1101,407,602,388,0,198,602,388
0500000US53033,53033,"King County, Washington",190526,*****,100633,*****,33415,*****,30237,1261,3178,1261,588,500,2590,1100,67218,*****,28794,2613,38424,2613,6687,1388,31737,2633,89893,*****,31864,*****,29102,1082,2762,1082,364,344,2398,1038,58029,*****,26624,2466,31405,2466,7066,1330,24339,2107
0500000US53035,53035,"Kitsap County, Washington",17752,*****,9227,386,2952,321,2831,370,121,196,0,198,121,196,6275,316,4938,738,1337,663,453,407,884,618,8525,386,3022,321,3022,321,0,198,0,198,0,198,5503,316,3732,789,1771,745,1209,680,562,451
0500000US53041,53041,"Lewis County, Washington",7068,*****,3592,678,1659,660,1554,565,105,185,100,185,5,12,1933,53,839,438,1094,435,628,380,466,296,3476,678,1432,660,1098,415,334,348,0,198,334,348,2044,53,973,341,1071,345,248,213,823,339
0500000US53053,53053,"Pierce County, Washington",80940,*****,41879,*****,16153,*****,15415,474,738,474,0,198,738,474,25726,*****,15575,1750,10151,1750,1393,692,8758,1780,39061,*****,15766,*****,14769,603,997,603,88,147,909,602,23295,*****,13312,1450,9983,1450,2571,983,7412,1482
0500000US53057,53057,"Skagit County, Washington",20878,*****,10850,528,4692,476,4687,476,5,11,0,198,5,11,6158,241,3109,815,3049,840,1096,672,1953,699,10028,528,3965,475,3914,470,51,89,0,198,51,89,6063,241,4515,543,1548,608,535,498,1013,414
0500000US53061,53061,"Snohomish County, Washington",70844,*****,37181,*****,14056,*****,13501,404,555,404,41,70,514,398,23125,*****,12124,1568,11001,1568,2457,704,8544,1629,33663,*****,13559,*****,13269,290,290,289,151,232,139,177,20104,*****,11115,1378,8989,1378,3498,1028,5491,1225
0500000US53063,53063,"Spokane County, Washington",24129,*****,12737,313,4659,313,4506,345,153,161,0,198,153,161,8078,*****,6357,706,1721,706,275,262,1446,622,11392,313,3961,313,3914,323,47,78,47,78,0,198,7431,*****,6576,399,855,399,409,254,446,322
0500000US53067,53067,"Thurston County, Washington",21180,*****,10831,295,3948,295,3599,437,349,447,42,72,307,449,6883,*****,5271,778,1612,777,485,338,1127,680,10349,295,3842,294,3749,331,93,146,0,198,93,146,6507,*****,4641,597,1866,596,716,329,1150,476
0500000US53073,53073,"Whatcom County, Washington",17833,*****,8431,668,2834,593,2388,678,446,430,132,210,314,276,5597,363,3239,610,2358,525,677,380,1681,664,9402,668,3771,594,3678,584,93,126,0,198,93,126,5631,363,3578,960,2053,895,136,175,1917,932
0500000US53077,53077,"Yakima County, Washington",116218,*****,60007,*****,24206,*****,23100,637,1106,637,45,76,1061,631,35801,*****,13770,1721,22031,1721,4138,1096,17893,1891,56211,*****,23012,*****,22186,415,826,414,43,70,783,415,33199,*****,13104,1590,20095,1590,4598,1037,15497,1671
0500000US55009,55009,"Brown County, Wisconsin",19858,*****,11941,436,5477,411,5437,412,40,72,0,149,40,72,6464,177,2758,814,3706,818,1066,450,2640,801,7917,437,3265,410,3225,415,40,72,0,149,40,72,4652,177,1978,755,2674,766,692,517,1982,638
0500000US55025,55025,"Dane County, Wisconsin",31573,*****,16664,405,6226,405,5050,910,1176,1058,0,149,1176,1058,10438,*****,3780,761,6658,761,738,502,5920,889,14909,405,5730,404,5003,694,727,525,58,102,669,533,9179,*****,4275,987,4904,988,522,364,4382,968
0500000US55055,55055,"Jefferson County, Wisconsin",5799,*****,3212,330,1337,276,1337,276,0,149,0,149,0,149,1875,134,981,270,894,228,168,214,726,251,2587,330,1068,277,1068,277,0,149,0,149,0,149,1519,134,865,318,654,291,256,211,398,280
0500000US55059,55059,"Kenosha County, Wisconsin",20707,*****,10613,497,4249,435,4249,435,0,149,0,149,0,149,6364,247,4152,980,2212,947,1347,697,865,592,10094,497,4000,435,4000,435,0,149,0,149,0,149,6094,247,3327,805,2767,841,1028,630,1739,672
0500000US55079,55079,"Milwaukee County, Wisconsin",134186,*****,69037,*****,25933,*****,24556,551,1377,551,65,106,1312,546,43104,*****,23172,1893,19932,1893,4019,839,15913,2019,65149,*****,24773,*****,23539,607,1234,606,326,356,908,503,40376,*****,25597,1775,14779,1775,3399,772,11380,1723
0500000US55087,55087,"Outagamie County, Wisconsin",7051,*****,3635,282,1394,268,1023,403,371,459,0,149,371,459,2241,91,793,373,1448,343,240,192,1208,314,3416,282,1453,268,1361,245,92,111,40,67,52,87,1963,90,611,312,1352,320,207,160,1145,358
0500000US55101,55101,"Racine County, Wisconsin",24015,*****,12475,473,4935,473,4935,473,0,149,0,149,0,149,7540,*****,4094,963,3446,963,797,438,2649,862,11540,473,4565,474,4316,562,249,278,249,278,0,149,6975,*****,4142,1101,2833,1102,741,801,2092,824
0500000US55105,55105,"Rock County, Wisconsin",12868,*****,6065,350,2297,294,1973,521,324,317,86,127,238,307,3768,187,1003,386,2765,377,660,409,2105,452,6803,350,3282,294,3060,385,222,216,0,149,222,216,3521,187,1182,522,2339,519,399,284,1940,444
0500000US55117,55117,"Sheboygan County, Wisconsin",6715,*****,3808,282,1605,261,1466,312,139,197,0,149,139,197,2203,115,1075,402,1128,362,203,172,925,349,2907,282,1211,261,1040,392,171,243,0,149,171,243,1696,115,1035,413,661,444,82,118,579,395
0500000US55127,55127,"Walworth County, Wisconsin",11223,*****,6220,234,2411,174,2398,180,13,24,0,149,13,24,3809,163,1542,521,2267,483,505,292,1762,422,5003,234,2157,174,2157,174,0,149,0,149,0,149,2846,162,1401,465,1445,475,481,283,964,438
0500000US55131,55131,"Washington County, Wisconsin",3847,*****,2192,186,985,120,955,132,30,55,0,149,30,55,1207,132,623,307,584,300,187,176,397,280,1655,186,721,120,721,120,0,149,0,149,0,149,934,132,441,207,493,225,60,100,433,209
0500000US55133,55133,"Waukesha County, Wisconsin",17725,*****,9836,458,4306,458,4152,499,154,160,17,31,137,157,5530,*****,2900,582,2630,582,651,375,1979,468,7889,458,2612,458,2556,462,56,70,56,70,0,149,5277,*****,3435,433,1842,433,619,279,1223,404
0500000US56025,56025,"Natrona County, Wyoming",6487,*****,3420,313,1093,265,1016,321,77,133,0,193,77,133,2327,148,1739,320,588,305,140,172,448,291,3067,313,1167,265,1167,265,0,193,0,193,0,193,1900,149,1520,297,380,269,74,83,306,271
0500000US72021,72021,"Bayamón Municipio, Puerto Rico",197339,673,93609,524,21489,210,21437,226,52,86,0,225,52,86,72120,414,69634,800,2486,718,1274,478,1212,480,103730,334,20046,225,19884,208,162,208,0,225,162,208,83684,334,80619,878,3065,773,1176,471,1889,585
0500000US72025,72025,"Caguas Municipio, Puerto Rico",138088,1505,64337,1011,15984,253,15984,253,0,225,0,225,0,225,48353,1001,47281,1317,1072,612,645,445,427,389,73751,541,15162,225,15025,223,137,223,0,225,137,223,58589,541,57500,781,1089,534,469,294,620,440
0500000US72031,72031,"Carolina Municipio, Puerto Rico",167746,795,77142,603,18503,52,18460,88,43,73,0,225,43,73,58639,603,53884,1338,4755,1175,2326,767,2429,1102,90604,376,17694,53,17558,162,136,156,0,225,136,156,72910,367,67531,1467,5379,1370,2897,979,2482,941
0500000US72061,72061,"Guaynabo Municipio, Puerto Rico",92783,1040,43911,658,9132,420,8808,484,324,255,124,116,200,228,34779,361,32890,832,1889,739,969,471,920,560,48872,506,8545,361,8309,482,236,304,56,95,180,290,40327,320,37430,1224,2897,1129,1292,754,1605,885
0500000US72097,72097,"Mayagüez Municipio, Puerto Rico",83670,414,40132,163,8392,225,8392,225,0,225,0,225,0,225,31740,163,31483,244,257,186,185,177,72,69,43538,359,7699,235,7699,235,0,225,0,225,0,225,35839,257,35376,392,463,285,418,254,45,122
0500000US72113,72113,"Ponce Municipio, Puerto Rico",155847,750,75231,379,18544,225,18544,225,0,225,0,225,0,225,56687,379,56081,510,606,364,257,203,349,301,80616,547,17177,399,17177,399,0,225,0,225,0,225,63439,348,62789,500,650,351,251,246,399,261
0500000US72127,72127,"San Juan Municipio, Puerto Rico",369011,1350,169333,875,38956,130,37971,545,985,540,100,169,885,513,130377,861,112976,2222,17401,2105,6904,1486,10497,1643,199678,875,37700,208,36920,456,780,400,211,251,569,330,161978,824,140210,2406,21768,2249,9347,1317,12421,1760
0500000US72137,72137,"Toa Baja Municipio, Puerto Rico",85720,307,40388,190,10036,225,10036,225,0,225,0,225,0,225,30352,190,29366,523,986,515,700,490,286,173,45332,122,9583,225,9583,225,0,225,0,225,0,225,35749,122,35272,332,477,323,281,250,196,195
0500000US72139,72139,"Trujillo Alto Municipio, Puerto Rico",72288,247,34205,163,8798,225,8707,152,91,152,0,225,91,152,25407,163,24476,556,931,509,597,413,334,291,38083,180,8041,225,7942,156,99,156,0,225,99,156,30042,180,28816,546,1226,541,565,354,661,397
